,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Colour,Hazardous,Depth (mm),Waste Supplied,Fitting / Mounting Type,Material,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Projection Depth,Number of Tap Holes,Feature 4,Feature 5,Feature 6,Finish,Material Type,Range,Warranty,Tap Holes,Projection,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Feature 7
81,PC31009,Nabis Sense vanity basin 500mm,Nabis,43.49,This ceramic Nabis Sense 500mm single hole vanity basin has a smartly modern design and is designed for countertop mounting.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Sense vanity basin 500mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/09/C31009_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_d/wg/C31009_DWG.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PB61643,Nabis Traditional 4-piece pack,Nabis,380.51,"This Nabis Traditional four piece bathroom pack with toilet and basin is ideal for period homes, creating a classical, matched finish without compromising on modern convenience.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Traditional 4-piece pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/43/NW-B61643_wm.jpg,,,,,,N,,,,,B61643 PK,Bath Pack,N,Includes 2x tap hole basin,Includes close coupled toilet,Soft close seat,,,Lifetime warranty on ceramics,1 year warranty on toilet seat,,,,Traditional,,,,Yes,Yes,No,No,
83,PA67211,Ideal Standard Connect Air semiped s/wrp White,Ideal Standard,94.68,This Ideal Standard Concept Air semi pedestal conceals pipework for a smarter bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Connect Air semiped s/wrp White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/72/11/NW-A67211_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/17/IS_Concept_Air_Brchr_2017.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PC22618,* NABIS 800MM CERAMIC BASIN,Nabis,201.38,Nabis Deco ceramic basin is designed specifically to complement the washbasin furniture. Stylish range of ceramic basin designed to complement the beautiful Deco range of bathroom furniture.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> * NABIS 800MM CERAMIC BASIN,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/18/NW-C22618_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Deco_Ceramic_Basins_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22615-C22618_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PC24261,Nabis Fitted furniture  standard washbasin unit 600mm Soft White,Nabis,139.91,"Finished in Smooth White, this Nabis 835 x 600mm standard carcass is designed for use with bathroom washbasin units. Easy to install, this unit is made of quality FSC certified materials. *Doors & Panels sold separately",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Fitted furniture  standard washbasin unit 600mm Soft White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/1_/62/C24261_62_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/C24261_Nabis_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/C24261_64_Nabis_Instructions.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PB61662,Nabis Vector II One tap hole basin 550mm,Nabis,76.72,The modern Nabis Vector II 560mm washbasin with single tap hole has a luxurious porcelain finish. This basin is suitable for wall or pedestal mounting.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Vector II One tap hole basin 550mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/62/B61662_wm.jpg,,,,,White/Gloss,N,440,No,Wall/Pedestal,Porcelain,L6602,Washbasin,N,White porcelain,With 1x tap hole and overflow,,440,1,,,,,,Vector II,,One,,,,,,
87,PD44864,Roca The Gap semi-pedestal basin 350 x 400mm White,Roca,65.89,This vitreous china Roca The Gap semi pedestal conceals basin pipework for a streamlined bathroom finish.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca The Gap semi-pedestal basin 350 x 400mm White,,semi pedestal;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/48/64/NW-D44864_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44864_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,PD02373,Ideal Standard Sandringham 21 2 tap hole pedestal basin 500mm White,Ideal Standard,37.66,"Stylish and cost-effective, the Ideal Standard Sandringham 21 500mm pedestal or wall-mounted washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design. Pedestal sold seperatley.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole pedestal basin 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/73/D02373_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02373_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PD44944,Roca Debba One tap hole basin 550mm white,Roca,125.75,The Roca Debba 550mm wall hung basin with single tap hole has a softly rounded contemporary design ideal for minimalist en suite bathrooms and cloakrooms.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Debba One tap hole basin 550mm white,,Wall-hung basin;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/49/44/NW-D44944_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D44944_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Roca_Discovery_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PD02374,Ideal Standard Sandringham 21 1 tap hole pedestal basin 550mm White,Ideal Standard,37.55,"Stylish yet cost-effective, the Ideal Standard Sandringham 21 550mm washbasin with single tap hole is made of hardwearing vitreous china and is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole pedestal basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/74/NW-D02374_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02374_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PD02364,Ideal Standard Sandringham 21 1 tap hole right hand handrinse basin 350mm White,Ideal Standard,63.24,"Made of tough vitreous china, this Ideal Standard Sandringham 21 350mm handrinse washbasin with single right hand tap hole has a compact wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole right hand handrinse basin 350mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/64/NW-D02364_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02364_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PB61024,Nabis Pride one tap hole basin 550mm White,Nabis,64.28,"Coolly modern, the Nabis Pride 550mm basin with single tap hole provides a bright, light look for a contemporary bathroom. This basin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Pride one tap hole basin 550mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/24/NW-B61024_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/as/in/B61024 Nabis Pride 550mm Basin.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/18/Nabis_Care_Instructions_22Aug2018.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PD00670,Roca Polo 1 tap hole basin 560mm White,Roca,49.16,"Ideal for period bathrooms, the traditional Roca Polo 560mm single tap hole washbasin is suitable for wall or pedestal mounting.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Roca Polo 1 tap hole basin 560mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/70/NW-D00670_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Roca_Care_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_Polo_56_Basin_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_Basins_Generic_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PB61723,Nabis Lamone bathroom suite,Nabis,511.27,"No matter what kind of bathroom you desire, the nabis range offers a great value selection to suit all tastes. With the Lamon collection, style and value come together, providing you with a range that can help cut your water usage, whilst adding simple elegance to your bathroom. All ceramics come with a lifetime guarantee and toilet seats come with a one year guarantee.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Lamone bathroom suite,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/34/NW-B61634_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Nabis Guide 2020.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PP71185,Geberit Selnova Square countertop basin 1 tap 550 x 450mm,Geberit,124.28,"With its geometric shape, the Geberit Selnova Square 550mm countertop washbasin is the perfect choice for a contemporary bathroom. Made of vitreous china with a high gloss white coating, the Selnova Square is designed to pair with modern vanity countertops, offering a single pre-drilled tap hole, allowing you to select your ideal brassware.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova Square countertop basin 1 tap 550 x 450mm,,Washbasin;Fastening material,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/11/85/NW-P71185_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/P71185_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PP07557,Geberit Selnova washbasin 1 tap 550 x 440mm,Geberit,91.99,"Made of high-quality vitreous china with a fresh white finish, this Geberit Selnova 550mm washbasin has an understated, simple design suitable for any bathroom. Supplied with a pre-drilled tap hole, this basin is ready for mounting on a pedestal, requiring just your choice of brassware. Built to last, this wash basin is suitable for use in educational establishments, offices or hotels as well as at home.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Geberit Selnova washbasin 1 tap 550 x 440mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/62/NW-P07557_P07562_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Geberit_Selnova_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,PN66484,Ideal Standard iLife E247001 semi pedestal,Ideal Standard,50.92,"A smart designer finishing touch, the Ideal Standard i.Life semi-pedestal is designed to hold an i.Life handwash basin in place. Finished in bright glossy white, this pedestal will blend seamlessly into most bathroom interiors.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard iLife E247001 semi pedestal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/64/84/NW-N66483_N66484_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_iLife_50cm_Washbasin_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PB61016,Center CB 2 tap hole boxed basin pack White,Center CB,106.58,"This Center CB basin pack includes a 550mm two tap hole vitreous china basin and pedestal. Finished in white, this highly durable basin and pedestal is designed to suit any bathroom, providing a smart, clean and modern update to your home.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Center CB 2 tap hole boxed basin pack White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/10/16/NW-B61016_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8_/18/Care_Instructions_22_08_18.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/er/ic/Installation_Ins_Basins_Generic.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,PD02367,Ideal Standard Sandringham 21 1 tap hole handrinse pedestal basin 450mm White,Ideal Standard,71.94,"Made of tough vitreous china, this Ideal Standard Sandringham 21 450mm handrinse washbasin with single tap hole has a compact pedestal or wall-mounted design ideal for bathrooms where space is at a premium.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 1 tap hole handrinse pedestal basin 450mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/67/NW-D02367_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02367_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,PD02382,Ideal Standard Sandringham 21 2 tap hole semi-countertop basin without chain hole 500mm White,Ideal Standard,128.28,"Stylish and cost-effective, the Ideal Standard Sandringham 21 490mm semi-countertop washbasin with two tap holes is made of durable vitreous china with a smart, contemporary design.",Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Ideal Standard Sandringham 21 2 tap hole semi-countertop basin without chain hole 500mm White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/82/NW-D02382_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Sandringham21_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/D02382_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,PC22500,Nabis Short projection semi recessed basin,Nabis,216.83,This Nabis ceramic short projection semi-recessed basin with a single left hand tap hole is designed for use in reduced depth bathroom furniture.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Short projection semi recessed basin,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/25/00/NW-C22500_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Fitting Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/tu/re/30091_Nabis_Furniture.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/as/in/C22500_Basin.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,PC22617,Nabis Deco ceramic basin 600mm,Nabis,170.49,Nabis Deco ceramic basin is designed specifically to complement the washbasin furniture. Stylish range of ceramic basin designed to complement the beautiful Deco range of bathroom furniture.,Bathrooms and Kitchens/Bathroom Sinks/Bathroom Sinks.csv -> Nabis Deco ceramic basin 600mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/17/NW-C22617_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Nabis_Deco_Ceramic_Basins_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Nabis_C22615-C22618_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
