,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Hazardous,Model For Use With,Boiler Section,Boiler Range,Part Gas Council number,By Model Number,Supplier Product Code,Type,WEEE Compliant,Attachment 1,Attachment 2,Colour,Range,Warranty,Output,Range For Use With,Feature 1,Attachment 3,Attachment 4,Feature 2,Pack Quantity,Feature 3,Feature 4,For Use With
251,P439551,Baxi inlet domestic hot water isolation return tap,Baxi,39.12,"A genuine Baxi brand spare, this isolation valve is suitable for use in Combi, Duo-tec, Duo-tec ErP, Platinum, Platinum +, Platinum ErP and Main Combi/Combi HE boilers. It is also compatible with boilers in the Main Eco, Main Eco Elite, Main Eco Elite ErP, Apollo, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP, Titanium and Titanium ErP ranges.  The isolation valve is usually situated underneath a heating appliance, enabling the user to change the flow of water and/or gas into the central heating system. In case of an emergency or leak, this valve will also allow the user to stop gas or water flow completely.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi inlet domestic hot water isolation return tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/95/51/439551_wm.jpg,N,"Combi 105 HE, Combi 105E, Combi 80 Eco, Combi 80 Maxflue, Combi 80E, Combi Instant 105 HE, Combi Instant 105E, Combi Instant 80 HE, Combi Instant 80E, 24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-te",Hydraulics,Duo-tecPromaxCombiMain Combi/ Combi HEMain EcoDuo-tec ErPMain Eco ElitePerformaMain Eco Elite ErPPlatinumPromax ErPGoldHeatmaxPlatinum ErPApolloTitaniumTitanium ErPPlatinum +Gold ErP,E66468,"40HE,24 HE,Combi 80 Eco,28 HE LPG,24 HE LPG,30 Eco Elite,Combi 24 HE,Combi 40 HE,Platinum 33 Combi ErP,Platinum 40 Combi ErP,Combi 24,Eco Elite 25 Combi ErP,P,Combi 28 HE,28 HE A,33 HE A,25 Eco,Duo-tec 28 Combi ErP,Combi 80 Maxflue,33 HE LPG,Combi 30 HE",248226,Isolation Tap,N,,,,,,,,,,,,,,,
252,P795506,Baxi hall sensor,Baxi,27.68,"A Baxi replacement part, this Hall sensor is compatible with the control panel of Baxi 100, Duo-tec 2, EcoBlue, EcoBlue ErP, Neta-tec, Apollo and Performa boilers.  A Hall sensor uses the Hall effect to detect the presence and magnitude of a magnetic field. This effect is employed to recognise hot water flow from an outlet, triggering hot water production.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi hall sensor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/55/06/795506_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_EcoBlue_Plus_Combi_Installation.pdf,,,,,,,,,,,,,,
253,P426011,Baxi pump connection element,Baxi,7.84,"A genuine Baxi spare, this pump connecting element is suitable for use in Combi, Duo-tec, Main Eco, Main Eco Elite, Heatmax, Performa, Promax, Gold, Main Combi/Combi HE, Platinum, Titanium, System IE, System and Main HE boilers.  The element is used to heat water in a cylinder to warm radiators and provide domestic hot water. The element also maintains water temperature in the cylinder, keeping hot water at a set temperature ready for use.  We carry over 300 of the most in demand parts in-branch and stock over 25,000 spare parts available for next-day timed delivery.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi pump connection element,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/11/426011_wm.jpg,N,"Combi 80 Maxflue, Combi Instant 105 HE, 33 HE, 40 HE, Main Combi Eco 30, Main Combi Eco Elite 30, Combi 24 HE, Performa System 24E, Combi 24 HE Plus, Combi 105 HE, Combi 80E, 28 HE LPG, 33 HE A, Performa 24i HE, Performa System 18HE, Combi 24 HE Plus LPG",Pump,"Combi, Duo-tec, Main Eco, Main Eco Elite, Heatmax, Performa, Promax, Gold, Main Combi/ Combi HE, Platinum, Titanium, System IE, System, Main HE",E66423,"28 HE Megaflo System IE LPG,24 HE,Combi 105 HE,28 HE LPG,30 Eco Elite,System 35/60,25 Eco Elite,Combi 40 HE,28 HE,24HE A,Combi 80E,18HE,40 HE A,28 HE A,30 Eco,33 HE A,24 HE Megaflo System IE LPG,Combi 24 HE A,33 HE LPG,Combi 30 HE",248054,Connecting Element,N,,,,,,,,,,,,,,,
254,P795892,Baxi Screw M5X14 HEx Pozi,Baxi,3.18,"This handy pack of screws from Baxi is suitable for use in the casing of Duo-tec, EcoBlue, Platinum +, Platinum ErP, Gold ErP, Promax Ultra ErP, Titanium, Titanium ErP, Baxi 600, Baxi 800, Main Eco, Main Eco Compact, Assure, Duo-tec ErP, EcoBlue ErP, Main Eco Elite ErP, Performa, Promax ErP, Duo-tec 2, Combi, Main Combi/Combi HE, Gold, Promax, Heatmax and Sirius SAT units.  Spare screw packs, for assembling an appliance or holding it in place, are supplied in various sizes and groupings to suit different jobs and units.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi Screw M5X14 HEx Pozi,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/58/92/795892_wm.jpg,N,"40 HE A, EcoBlue Advance Combi 40, Platinum + 40 Combi, Platinum 28 Combi ErP, Gold Combi ErP 33, Promax Ultra Combi ErP 24, Promax Ultra Combi ErP 40, Potterton Titanium 28, Titanium 40 Combi ErP, Baxi Combi 624 LPG, Baxi Combi 825, Baxi Combi 836, 33 H",Casing,"Duo-tec, EcoBlue, Platinum +, Platinum ErP, Gold ErP, Promax Ultra ErP, Titanium, Titanium ErP, Baxi 600 Range, Baxi 800 Range, Main Eco, Main Eco Compact, Assure Range, Duo-tec ErP, EcoBlue ErP, Main Eco Elite ErP, Performa, Promax ErP,",H98219,"Baxi 630 Combi,Duo-tec 2 Combi 28,Combi 105 HE,EcoBlue Advance Combi 28,Duo-tec 24 Combi ErP,Duo-tec 2 Combi 24,28 HE A,EcoBlue Advance Combi 33,EcoBlue Advance Combi 24,33 HE A,Duo-tec 28 Combi ErP,Combi 80 Maxflue,EcoBlue Advance Combi E,Baxi 636 Combi",710115301,Screw,N,,,,,,,,,,,,,,,
255,P798984,Baxi cable-gas valve/igniter,Baxi,28.96,"A Baxi spare, this gas valve/igniter cable is for use in the brand's Combi, System IE, Main Combi/Combi HE, Main HE and Performa boilers.  The gas valve is employed in the distribution of gas. When gas is required in the burner the printed circuit board (PCB) sends a signal to the gas valve, which opens to allow gas to flow into the burner or the pilot assembly (depending on the model of the appliance).  As the UK’s leading parts specialist, Wolseley carry the widest range of spares, stocking all the big name brands for the trade. Now, to give our customers even more support, we’re adding a greater number of specified parts from leading manufacturers into our branches with the introduction of the Wolseley Branch Parts Accreditation Scheme. Many branches will now be Silver and Gold accredited, a sign that they hold more stock than anyone else, so you can be confident you’ll get the parts you need to fix it first time. Fast.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi cable-gas valve/igniter,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/84/798984_wm.jpg,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Baxi_Combi_105_Installation.pdf,,,,,,,,,,,,,,
256,P789188,Baxi 60 dia seal,Baxi,8.89,"This Baxi O-ring is suitable for use with Main HE, Performa SL, Powermax and Suprima boilers. The washer, O-ring or gasket has a wide variety of uses throughout various sections within heating appliances, including in heat exchangers and gas valves. Used to create seals between pipework and other parts these gaskets help to prevent gas or water leaks. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi 60 dia seal,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/91/88/789188_wm.jpg,N,"Main Heat Only 12 HE, Main Heat Only 15 HE, Main Heat Only 18 HE, Main Heat Only 24 HE, Main Heat Only 9 HE, 12 SL, 15 SL, 18 SL, 21 SL, 24 SL, 9 SL, Powermax 24 HE, Powermax He 115, Powermax He 150, Powermax He 85, 30HE, 40HE, 50HE, 60HE, 70HE, 80HE",Hydraulics,"Main HE, Performa SL, Powermax, Suprima",E85709,"50HE,40HE,24 HE,30 HE,Powermax He 115,12HE,Powermax 24 HE Boiler,21 SL,60HE,24 SL,70HE,80HE,12 SL,18HE,15HE,9 SL,Powermax He 85,18 SL,15 SL,9 HE,Powermax He 150",5106063,Seal,N,,,,,,,,,,,,,,,
257,P410001,Baxi washer,Baxi,4.05,"A genuine Baxi part, this O-ring is suitable for Combi and Performa boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need.  Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi washer,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/01/410001_wm.jpg,N,"Combi Instant 80E, Performa 28i, Combi Instant 80 HE, Combi Instant 105E, Combi Instant 105 HE, Performa 24i HE",Control Panel,"Combi, Performa",E68351,"Performa 28i,Combi Instant 105E,Combi Instant 80 HE,Performa 24i HE,Combi Instant 105 HE,Combi Instant 80E",248735,O-Ring,N,,,,,,,,,,,,,,,
258,P419480,Baxi gasket manifold fan,Baxi,4.05,"This gasket is a spare part for use in Baxi Promax SL ErP, Promax SL, Solo HE & HE A, Solo IE ErP, Main HE A, Solo IE, Gold, Main Heat ErP, 100 He, Gold ErP, Promax, Combi (Condensing), 50 He, Precision, Platinum and 80 He boilers.  In boilers gaskets join parts to pipework securely, preventing gas and water leaks.  As the leading supplier of parts for all the major boiler manufacturers we’ve got a wealth of experience and knowledge in this area, and with over 450 branches we carry more heating spare parts in more places than any other merchant to help you improve your first time fix rate.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gasket manifold fan,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/94/80/419480_wm.jpg,N,"Promax SL Heat ErP 24, 30 He Plus, 24HE, 24 He Plus, 24 ErP IE, 30HE, 15HE A, Main Heat Only 24 HE A, 18HE IE, H 18, 18 ErP IE, 18HE, 24HE A, Main Heat Only 12 HE A, 30HE IE, Main 15 Heat ErP, 18 He Plus, 100/2 He Plus, Main Heat Only 18 HE A, Gold Heat",Fan Combustion Chamber,"Promax SL ErP, Promax SL, Solo HE & HE A, Solo IE ErP, Main HE A, Solo IE, Gold, Main Heat ErP, 100 He, Gold ErP, Promax, Combi (Condensing), 50 He, Precision, Platinum, 80 He",743289,,7672063,Gasket,N,,,,,,,,,,,,,,,
259,P797337,Baxi high temperature harness,Baxi,15.33,"This Baxi wiring harness connects the printed circuit board (PCB) to the switches, thermostats and sensors in a boiler. It is suitable for use in 100 He, 50 He, 80 He, Platinum, Solo HE and HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL and Promax SL ErP units.  These groups of wires are designed to give the PCB complete control over the boiler's processes and safety protocols.  To help you find the right parts for your jobs, go to the industry leading parts identification tool, PartsArena, giving you quick access to over 20,000 exploded diagrams, 10,000 images & 20,000 products. FREE to Wolseley trade account customers.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi high temperature harness,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/37/797337_wm.jpg,N,"100/2 He Plus, 50 He Plus, 80 He Plus, 15 HE, 24 HE, 12HE, 12HE A, 15HE, 15HE A, 18HE, 18HE A, 24HE, 24HE A, 30HE, 30HE A, 12HE IE, 15HE IE, 18HE IE, 24HE IE, 30HE IE, 12 ErP IE, 15 ErP IE, 18 ErP IE, 24 ErP IE, 30 ErP IE, Main Heat Only 12 HE A, Main He",Control Panel,"100 He, 50 He, 80 He, Platinum, Solo HE & HE A, Main HE A, Main Heat ErP, Gold, Gold ErP, Precision, Promax, Promax SL, Promax SL ErP",H14106,"12HE A,24 HE,30 He Plus,30 HE,15HE A,Promax,12HE,50 He Plus,Promax SL Heat ErP 12,Main 30 Heat ErP,Promax SL Heat ErP 15,BG Precision,24HE A,18HE A,18HE,24HE IE,30 ErP IE,24 He Plus,H 24,12 ErP IE,18 ErP IE,30HE IE,15/2 He Plus",5109884,Wiring Harness,N,,,,,,,,,,,,,,,
260,P788933,Baxi gasket adaptor,Baxi,5.67,"A Baxi spare, this gasket adapter is for use in the fan combustion chamber of Combi, Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP and System IE boilers. It can also be used in Main Combi/Combi HE, Main HE, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP, Titanium and Titanium ErP units.  Washers, O-rings and gaskets are used in many different areas of the boiler to join parts to pipework. Among others sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gasket adaptor,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/89/33/788933_wm.jpg,N,"Combi 105 HE, Combi Instant 105 HE, Combi Instant 80 HE, 24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE A, 33 HE LPG, 40 HE, 40 HE A, Duo-tec 24 Combi ErP, Duo-tec 28 Combi ErP, Duo-tec 28 LPG Combi ErP, Duo-tec 33 Combi ErP, Duo-tec",Fan Combustion Chamber,"Combi, Duo-tec, Duo-tec ErP, Megaflo, Megaflo ErP, Platinum, Platinum +, Platinum ErP, System IE, Main Combi/ Combi HE, Main HE, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP, Titanium, Titanium ErP",H01063,"40HE,Megaflo System ErP 15,28 HE LPG,24 HE LPG,Duo-tec 33 Combi ErP,Megaflo Syste,28 HE A System LPG,28 HE,18 HE A System LPG,28 HE A,Duo-tec 28 LPG Combi ErP,Duo-tec 40 Combi ErP,15 HE System,24 HE A System,18 HE System,Combi Instant 80 HE,28 HE System",5112370,Gasket,N,,,,,,,,,,,,,,,
261,P425054,Baxi gasket for fan to hood,Baxi,10.85,"This Baxi replacement O-ring is for use in the fan combustion chamber of Solo 2 and Solo 3 boilers.  O-rings, gaskets and washers are used in many different areas of the boiler to join parts to pipework. Among other sections, heat exchangers and gas valves require these parts to prevent gas and water leaks.  We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi gasket for fan to hood,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/54/425054_wm.jpg,N,"Solo 2 30 Pf, Solo 2 40 Pf, Solo 2 50 Pf Guinness Trust, Solo 2 60 Pf, Solo 2 70 Pf, Solo 2 80 Pf, Solo 3 30 Pf, Solo 3 30 Pf System, Solo 3 30 Pfl, Solo 3 30 Pfl System, Solo 3 40 Pf, Solo 3 40 Pf System, Solo 3 40 Pfl, Solo 3 40 Pfl System, Solo 3 50 P",Fan Combustion Chamber,"Solo 2, Solo 3",364940,"Solo 2 80 P,Solo 3 50 Pf,Solo 3 30 Pf,Solo 3 70 Pfl,Solo 3 50 Pfl System,Solo 2 30 Pf,Solo 3 40 Pf System,Solo 2 70 Pf,Solo 3 40 Pfl,Solo 3 40 Pfl System,Solo 3 40 Pf,Solo 2 60 Pf,Solo 3 50 Pf System,Solo 2 50 Pf Guinness Trust,Solo 3 60 Pfl,Solo 2 40 Pf",231343BAX,Gasket,N,,,,,,,,,,,,,,,
262,P718727,Baxi rubber seal gas tap,Baxi,4.05,"This Baxi O-ring is suitable for use with Combi, Duo-tec, Megaflo, Platinum, System, System IE, Main Combi/Combi HE, Main Eco, Main Eco Elite, Main HE, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP and Titanium boilers. The washer, O-ring or gasket has a wide variety of uses throughout various sections within heating appliances, including in heat exchangers and gas valves. Used to create seals between pipework and other parts these gaskets help to prevent gas or water leaks. We know you’re busy and need to get repair jobs done quickly and efficiently. Your local parts specialist is always on hand to support you. They offer help, advice and they can get you the part you need. Your local branch stocks an in-depth range of domestic gas and oil spare parts from leading manufacturers, so you can fix it first time.",Parts and Spares/sub_categories/Domestic Boiler Parts/sub_categories/Baxi Boiler Parts/Baxi Boiler Parts.csv -> Baxi rubber seal gas tap,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/87/27/718727_wm.jpg,N,"Combi 105 HE, Combi 105E, Combi 80 Eco, Combi 80 Maxflue, Combi 80E, Combi Instant 105 HE, Combi Instant 105E, Combi Instant 80 HE, Combi Instant 80E, Maxflow Combi Fs, Maxflow Combi Wm, 24 HE, 24 HE A, 24 HE LPG, 28 HE, 28 HE A, 28 HE LPG, 33 HE, 33 HE",Gas Assembly,"Combi, Duo-tec, Megaflo, Platinum, System, System IE, Main Combi/ Combi HE, Main Eco, Main Eco Elite, Main HE, Gold, Gold ErP, Heatmax, Performa, Promax, Promax ErP, Titanium",E59961,"Maxflow Combi Fs,Combi 105 HE,24 HE,Combi 80 Eco,Combi Instant 105E,Combi 105E,18 HE A System,32 HE A System,Maxflow Combi Wm,24HE A,32 H,40 HE A,33 HE A,24 HE System,33 HE,15 HE A System,Combi 80 Maxflue,33 HE LPG,Combi Instant 105 HE,Combi Instant 80E",247764,Seal,N,,,,,,,,,,,,,,,
