,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Hazardous,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Colour,Range,Material,Feature 7,Feature 8,Feature 9,Diameter,Thickness,Warranty,Connection Size,Length (M),Size,Attachment 4,Attachment 5,Dimensions (L x W x D),Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Depth (mm),Pack Quantity,Dimensions mm (H x W x D)
127,P686643,Aspen Pumps Smartlock elbow union 3/4,Aspen Pumps,170.11,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/4"" elbow union connects copper or aluminium tubes at a 90 angle securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow union 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/43/686643_wm.jpg,,,,N,ELUN3400,Elbow Union,N,Connects copper/aluminum tube to copper/aluminum tube of same size in a 90 angle,Design pressure 1000 psig,Burst pressure 5100 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.772(internal) 1.26(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
128,P691579,Bluemay Ancillaries domed nut for nylon rod M10,Bluemay,0.6,This Bluemay M10 domed nut is made of strong yet lightweight nylon.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay Ancillaries domed nut for nylon rod M10,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/80/NW-691579_691580_wm.jpg,,,,N,NN6DOM10N,Domed Nut,N,Lightweight thermoplastic construction,Strong design,Resistant to vibration,,,,Natural,Ancillaries,Nylon,,,,M10,8mm,n/a,,,,,,,,,,,,,,
129,P617114,Javac tube cutter blade 23.0mm,Javac,23.64,This pair of Javac 23mm titanium-plated replacement blades are for use in JAV-1015 tube cutters. These blades adjust to a tube's shape ensuring a smooth cut.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac tube cutter blade 23.0mm,,2x replacement blade,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/71/17/NW-617113_617117_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Javac_Tube_Cutters_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_UK_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,P625222,Microblue white ducting kit,Microblue,143.1,"This Microblue ducting kit allows for secure fitting of the Microblue ductless pump using an elbow. This kit is supplied in white to suit the majority of interiors. Running completely silently, the Microblue requires no silencing device and no servicing, allowing for fit and forget removal of debris and sediment. Operating continuously in both wet and dry conditions, the dual voltage pump uses thermistor level sensing technology to eliminate the potential problem of stuck or sunken float switches.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Microblue white ducting kit,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/22/625222_wm.jpg,,,,N,X86-008,Ducting Kit,N,For mounting in any orientation,Suitable for installation up to 2M away from unit,White colour,,,,,,,,,,,,,,,,,,,,,,,,,,
131,P693345,Aspen Pumps SpeediDuct EB-105 90deg elbow duct White,Aspen Pumps,23.64,This Aspen SpeediDuct EB-105 90° 105mm duct elbow is made of rigid UV stabilised uPVC in white.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps SpeediDuct EB-105 90deg elbow duct White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/45/NW-693345_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_SpeediDuct_Trunking_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,P670090,"JET Range cushion clamp 2.5/8"" (Pack of 5)",JET Range,76.87,"These JET Range 2 5/8"" cushion clamps are ideal for supporting copper refrigerant tube, particularly in multiple pipe runs. They have a zinc dichromate plating for excellent resistance to corrosion resistance while polymer inserts ensure positive grip, absorbing shocks and vibrations and preventing galvanic corrosion.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> JET Range cushion clamp 2.5/8"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/91/NW-670080_670091_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Jet_Install_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/am/ps/Jet_Cushion_Clamps.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,P686632,Aspen Pumps Smartlock union straight 1/2,Aspen Pumps,92.55,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 1/2"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union straight 1/2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/32/686632_wm.jpg,,,,N,UNST1200,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,Design pressure 1300 psig,Burst pressure 8000 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.512 (internal); 0.945 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
134,P670049,"Aspen Pumps Xtra quick positioning clip 1.1/8"" (Pack of 10)",Aspen Pumps,28.07,"Made of black nylon, these Aspen Pumps Xtra 1 1/8"" quick positioning clips can be fitted into standard unistrut channels with a simple twist. Ideal for smaller installations, these QPCs are suitable to be used both externally and internally, giving a neat, professional finish to any installation while the thickness of the pipe clip is manufactured to be equal to the wall thickness of an insulation in order to maintain the vapour barrier.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra quick positioning clip 1.1/8"" (Pack of 10)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/00/49/NW-670047_670049_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_QPC_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,P691592,Bluemay M12 washer faced nut for nylon rod,Bluemay,0.82,This Bluemay M12 washer faced nut is made of strong yet lightweight nylon.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Bluemay M12 washer faced nut for nylon rod,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/92/NW-691591_691592_wm.jpg,,,,N,NN6WFM12N,Washer Faced Nut,N,Lightweight thermoplastic construction,Strong design,Resistant to vibration,,,,Natural,M12,Nylon,,,,M12,14.2mm,n/a,,,,,,,,,,,,,,
136,P690671,"Javac SAE ball valves 1/4"" Red/Blue/Yellow (Pack of 3)",Javac,54.95,"This Javac ball valve set includes 1/4"" SAE connections.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac SAE ball valves 1/4"" Red/Blue/Yellow (Pack of 3)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/71/NW-690671_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Javac_Ballvalve-Adaptor_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,P686628,Aspen Pumps Smartlock elbow swage union 3/4,Aspen Pumps,212.64,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 3/4"" elbow swage union fits securely and quickly without complex tools or a hot works permit. Coming off the swage at a 90 angle, the ELSW fitting is ideal for tight corners meaning there's no need to buy both a swage union and an elbow union.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock elbow swage union 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/28/686628_wm.jpg,,,,N,ELSW3400,Elbow Swage Union,N,Connects swage valves to copper or aluminum tube,Allows for 90 angle straight from valve without brazing,Design pressure 1000 psig,Burst pressure 5100 psig,Temperature range of -40°C to 150°C,Suitable for copper and aluminium tubing,Red,Smartlock,Metal ferrule,Compatible with soft and hard copper tubes,No dissimilar metal corrosion issues,No brazing required,0.772(internal) 1.26(external),,,,,,,,,No need for a hot works permit,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,
138,P690845,"Javac high pressure male auto coupler flared 1/4 """,Javac,66.95,"This Javac high pressure automotive coupler with 1/4"" flare male connection is compatible with R1234YF refrigerant.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Javac high pressure male auto coupler flared 1/4 """,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/08/45/NW-690845_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/Javac_Product_Guide_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,P667584,Aspen Pumps silent + mini white,Aspen Pumps,113.65,"Offering ease of installation and maintenance, the Aspen Pumps Silent+ Mini White can be fitted either side of the evaporator unit. Designed with an unclippable double insulated reservoir to eliminate condensation and ensure easy cleaning, the Silent+ Mini runs incredibly quietly for less disruption during operation.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps silent + mini white,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/84/667584_wm.jpg,,,,N,FP3450,Condensate Removal Pump,N,Ultra quiet operation,"Offers fast, easy installation","Compact, discreet design",With removable reservoir,,,,,,,,,,,,,,,,,,,,,,,,,
140,P667666,Pump House Easy-Fit lightweight condensate collection tray 940 x 420mm,Pump House,82.92,"This Pump House Easy-Fit 420 x 940mm lightweight condensate collection tray is made of 100% rust-free, UV-stabilised, rigid and reinforced PVC and fits to any make of brackets. Weighing less than 1kg, this tray is much easier to handle than metal versions and has a tapered outlet to fit a 16mm or 18mm hose pipe.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Easy-Fit lightweight condensate collection tray 940 x 420mm,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/76/66/NW-667665_667666_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Pump_House_RAC_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Pump_House_Easy_Fit_Trays_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,P686635,Aspen Pumps Smartlock union straight 7/8,Aspen Pumps,158.72,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 7/8"" straight union connects copper or aluminium tubes of the same size securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock union straight 7/8,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/35/686635_wm.jpg,,,,N,UNST7800,Union Straight,N,Connects copper/aluminum tube to copper/aluminum tube of same size,Design pressure 960 psig,Burst pressure 4800 psig,Temperature range -40°C to 150°C,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.890(internal); 1.417(external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
142,P686620,Aspen Pumps Smartlock flare connector MLT angle 3/4,Aspen Pumps,97.39,"Doing away with the need for brazing or flaring, this Aspen Pumps Smartlock 13/4"" MLT angle flare connection connects copper or aluminium tubes to flare valves securely and quickly without complex tools or a hot works permit.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Smartlock flare connector MLT angle 3/4,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/66/20/686620_wm.jpg,,,,N,FCMA3400,Flare connector multi angle,N,For 45 and 37.5 degree flares OR any degree flare,Temperature range -40°C to 150°C,Design pressure 960 psig,Burst pressure 4800 psig,Suitable for copper and aluminium tubing,Compatible with soft and hard copper tubes,Red,Smartlock,Metal ferrule,No dissimilar metal corrosion issues,No brazing required,No need for a hot works permit,0.772 (internal); 1.260 (external),,,,,,,,,No flaring,No specialist tools required,Leak-free connection,No nitrogen purging or oxidation,,,,
143,P671571,Aspen Pumps Xtra clip stud M8 x 20mm (Pack of 10),Aspen Pumps,16.28,"Made of nylon, this Aspen Pumps Xtra 3/4"" stud clip, suitable for 8 or 10mm studding incorporates a unique ratchet design for fast, easy installation and adjustment.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra clip stud M8 x 20mm (Pack of 10),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/15/72/NW-671571_671572_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Stud_Clip_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,P667500,"Aspen Pumps Xtra plastic non return valve 3/8"" (Pack of 5)",Aspen Pumps,15.68,"Supplied in a pack of five, Aspen Pumps Xtra 10mm non-return valve in white plastic prevent the backflow of water.","Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps Xtra plastic non return valve 3/8"" (Pack of 5)",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/75/01/NW-667500_667501_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Aspen_Pumps_Tube-Connector_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Aspen_Pumps_APG_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,P692221,Virgo unit housing (No.1),Virgo,179.86,"Made of fibreglass, this Virgo GRP 660 x 762 x 610mm hermetic condensing unit housing is ideal for the weatherproofing of refrigeration condensing units.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Virgo unit housing (No.1),,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/22/21/692221_wm.jpg,,,,N,NO.1,Housing,N,Virgo 0.1 type,Suitable for weatherproofing of refrigeration condensing units,,,,,White,,Fibreglass,,,,,,,,,,,,,,,,,,762,,
146,P693344,Aspen Pumps SpeediDuct WC-105 duct wall cover White,Aspen Pumps,23.28,This Aspen SpeediDuct WC-105 105mm duct wall cover is made of rigid UV stabilised uPVC in white.,Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Aspen Pumps SpeediDuct WC-105 duct wall cover White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/44/NW-693344_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/AP_SpeediDuct_Trunking_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e_/uk/AP_Xtra_BigFoot_Catalogue_UK.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,P688673,Pump House Diversitech Products SCM-5 grip cut 38mm x 4.6mtr,Pump House,15.25,"Suitable for by-hand use or for use with portable tools, this Pump House SCM-5 open mesh sand screen grip cut cloth with aluminium oxide bonding is an effective choice for soft materials likely to cause clogging issues. Measuring 38mm x 4.6M, this grip cut cloth is 100% waterproof.",Refrigeration/Refrigeration Parts and Accessories/Accessories/Accessories.csv -> Pump House Diversitech Products SCM-5 grip cut 38mm x 4.6mtr,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/73/NW-688673_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/16/Pump_House_Catalogue_2016.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
