,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Attachment 1,Attachment 2,Attachment 3,Colour,Range,Warranty,Hazardous,Soft Close Seat,Hinge Fixing,Hole Centres,Hinge Material,Material,Shape,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Depth (mm),Cistern Size,Design Type,Fittings Included,Toilet Pack Contents,Feature 6,Feature 7,Feature 8,Feature 9,Flush Type,Overflow Type,Air Pipe Supplied,Inlet Position,Flush Mechanism,Capacity Litre,Finish,Anti Slip,Pre-Drilled Waste Hole,Pre-Drilled Overflow,Grips/Handles,Attachment 4,Attachment 5,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Attachment 6,Pack Quantity,Feature 16,Seat Projection,Material Type,Sector,Position,Thickness,Anti Slip Surface,Grips or Handles,Weight,Style,Mounting Type,Application
253,PA67378,Ideal Standard Connect Air e143201 btw bwl ho ab White,Ideal Standard,344.31,"The Ideal Standard Concept Air back-to-wall toilet pan incorporates Ideal Standard's cutting-edge Aquablade flushing technology. Offering improved hygiene, easier cleaning and a sleek modern look, the Concept Air has a sleekly tapered toilet bowl and matches with a wide range of Ideal Standard bathroom fittings for a cohesive design.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Connect Air e143201 btw bwl ho ab White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/73/78/NW-A67378_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E143201_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PB91616,Thomas Dudley Slimline low level bottom inlet cistern 6/7/9ltr White,Thomas Dudley,102.71,"Ideal for light to medium-duty use in homes or commercial premises, the Thomas Dudley Slimline low level bottom supply cistern has a compact profile for use in smaller bathrooms. This hardwearing plastic cistern includes a lever-operated dual flush.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Thomas Dudley Slimline low level bottom inlet cistern 6/7/9ltr White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/16/NW-B91616_wm.jpg,,,,White/Gloss,Slimline,5 Years,N,,,,,Polystyrene,,PSLWHB313280,Cistern,N,Traditional design,High density polystyrene cistern body,Bottom inlet,Internal/external overflow warning,"Suitable for high level, low level and close coupled installations",146,,,No,,6/7/9L dual flush,Lever operation,,,Dual Flush,InternalExternal,No,Side,Lever,6 l,,,,,,,,,,,,,,,,,,,"Office/Retail/Washrooms,Hotels/Leisure,Assisted Living",,,,,,,,
255,PD04661,Ideal Standard Tempo wall hung horizontal output toilet pan White,Ideal Standard,242.16,"Ideal for family homes, hotels and other commercial spaces, the Ideal Standard Tempo wall hung curved design toilet pan with horizontal outlet has a streamlined design with easy to clean, safe and sleek smooth edges. Part of the comprehensive Tempo bathroom furniture range, this pan helps to create a feeling of space in a compact room.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Tempo wall hung horizontal output toilet pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/46/61/NW-D04661_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_T327501_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PD74707,Ideal Standard i.Life S compact wall-mounted rimless WC pan with horizontal outlet,Ideal Standard,240.28,"A compact design, the Ideal Standard i.Life S toilet pan with horizontal outlet offers rimls+ technology for improved hygiene and ease of cleaning. Part of a wide range of matching space-saving fittings for contemporary bathrooms, the wall-mounted i.Life S WC pan is fitted using EasyFix for quicker, simpler and safer installation.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard i.Life S compact wall-mounted rimless WC pan with horizontal outlet,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/07/D74707_wm.jpg,,,,White,i.Life S,Lifetime,N,,,,,Vitreous China,Rectangular,T459201,,N,Designed by Palomba Serafini Associati,Modern design,Wall-mounted installation,Rimless for hygiene,Vitreous china construction,,,Contemporary,Yes,,White colour,Lifetime warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PC21349,Ideal Standard Concept horizontal outlet close coupled pan White,Ideal Standard,208.99,"The Ideal Standard Concept close coupled toilet pan has a contemporary curved design and features the brand's cutting-edge water-saving flush technology for higher performance, improved hygiene and easier cleaning.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Concept horizontal outlet close coupled pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/49/NW-C21349_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E787101_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PB89986,Celmac Emerald toilet seat and cover hinges White/Chrome Plated,Celmac,22.15,"An always popular choice for commercial and contract, the Celmac Emerald oval toilet seat and cover is made of robust thermoplastic and comes with a pre-assembled chrome-plated hinge for universal fitting to almost any toilet.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Celmac Emerald toilet seat and cover hinges White/Chrome Plated,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/99/86/NW-B89986_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Celmac_Emerald_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ct/ns/Celmac_Emerald-Sapphire_Fit_Istrctns.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/8-/19/Wirquin_Product_Catalogue_UK_2018-19.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PD45057,Roca Debba back to wall pan,Roca,316.73,"A simple, crowd-pleasing design, the square, rimmed Roca Debba back to wall toilet pan with dual outlet is part of a range suited to any bathroom design.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Debba back to wall pan,,WC pan;Fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/57/NW-D45057_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A347996000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PD00761,ROCA THE GAP BTW PAN WHITE,Roca,251.67,"Designed by Antonio Bullo, Roca's The Gap back to wall square toilet pan with dual outlet delivers on style and functionality. This compact design makes the most of a modern bathroom space, bringing a touch of designer style to even the smallest room.",Bathrooms and Kitchens/Toilets/Toilets.csv -> ROCA THE GAP BTW PAN WHITE,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/07/61/NW-D00761_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Roca_A347477000_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PJ10175,Ideal Standard Prosys WC cistern mechanical top actuation CL2,Ideal Standard,118.75,"Suitable for use with a range of flush plates, the Ideal Standard Prosys concealed cistern has a 6L dual flush with mechanical actuation. Ideal for modern family bathrooms, the Prosys's smart valve, easy maintenance and simple adjustment to a lower water volume ensures convenience and economy.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Prosys WC cistern mechanical top actuation CL2,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/75/NW-J10175_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/IS_ProSys_WC_Cistern_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_Contour_21_Rimeless_Toilet_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/IS_CommercialWashrooms_Brochure_2021.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PD00629,"Roca Laura push button cistern 1/2"" White",Roca,186.08,The Roca Laura toilet cistern offers a 3/6L push button-operated dual flush and is designed for installation with the Laura bathroom range for a seamless look.,"Bathrooms and Kitchens/Toilets/Toilets.csv -> Roca Laura push button cistern 1/2"" White",,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/06/29/NW-D00629_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Roca_A34139R-F_A34139U-F_Install.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PE48610,Carrara and Matta Jersey plastic toilet seat with hinges White,Carrara and Matta,14.84,"Designed to meet the requirements of European standards, this Carrara and Matta Jersey oval toilet seat and cover is built using high quality materials and advanced technology. Made of recyclable tecnoplast, this toilet seat is supplied with adjustable hinges to fit a wide range of toilet pans.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Carrara and Matta Jersey plastic toilet seat with hinges White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/86/10/NW-E48610_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Carra_and_Matta_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/og/ue/Carrara_and_Matta_Catalogue.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PB98527,Saniflo SaniCompact mains WC and macerator,Saniflo,908.84,"Ideal for cloakroom installation, the Saniflo SaniCompact macerator pump compact WC unit inlet helps you to create a useable bathroom in even the smallest space. Effectively removing black waste water from your toilet, basin, shower and other appliances, the macerator includes a cutting blade to grind waste into pulp for discharge through small bore pipework to a drainage pipe. An all-in-one unit, this toilet system is supplied with a soft-close seat and lid.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Saniflo SaniCompact mains WC and macerator,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/27/NW-B98527_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/20/Saniflo_Pumps_Macerators_Brchr_2020.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Saniflo_Sanicom_Silence_Eco_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/B98527_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PJ92386,Ideal Standard Conceala 1 cistern 9L auto,Ideal Standard,145.24,"A simple design to suit most bathrooms, the Conceala urinal cistern is finished in classic white. This cistern has an automatic hands-free flush, ensuring that the bowl is adequately cleaned after every use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard Conceala 1 cistern 9L auto,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/23/86/J92386_wm.jpg,,,,White,,5 Years,N,,,,,Plastic,,S115667,urinal cistern,N,Plastic construction,White finish,Touch-free flush,9L flush capacity,Top inlet,145,,,No,,5 year warranty,,,,contactless,N/A,Yes,top,N/A,9 l,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PA56327,SCWH30PA ATLAS SCHOOL PAN 30.5CM WH,Lecico,203.02,"A lower level design, this Lecico Atlas 30.5cm white toilet pan is suitable for installation in school and early years facilities.",Bathrooms and Kitchens/Toilets/Toilets.csv -> SCWH30PA ATLAS SCHOOL PAN 30.5CM WH,,Pan,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/63/27/A56327_wm.jpg,,,,White,Atlas,Limetime on manufacturers defects,N,,,,,Ceramic,Round,SCWH30PA,,N,With inclined P trap,Low-level design for infant use,Ceramic construction,White finish,Lifetime warranty on manufacturer defects,,,Low Level,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PJ23359,Armitage Shanks Profile 21 soft close wc seat and cover White,Armitage Shanks,139.53,"Made of robust white plastic with smooth lines, the bottom fixing Armitage Shanks Profile 21 round toilet seat and cover is a luxury choice for any environment, standing up well to the rigours of commercial bathrooms as well as domestic use.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Profile 21 soft close wc seat and cover White,,Toilet seat;Cover;Hinge,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/33/60/NW-J23359_J23360_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/hr/IS_Armitage_Shanks_Brchr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/J23359_Technical.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PC21352,Ideal Standard New Studio back to wall horizontal outlet pan White,Ideal Standard,334.63,The Ideal Standard New Studio back to wall round toilet pan with washdown bowl and box flushing rim is designed to fit with the popular Ideal Standard Studio bathroom range.,Bathrooms and Kitchens/Toilets/Toilets.csv -> Ideal Standard New Studio back to wall horizontal outlet pan White,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/13/52/NW-C21352_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/IS_E801601_WC_Pan_Tech.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PB88501,Armitage Shanks Regal low level cistern with side-inlet 6L,Armitage Shanks,122.99,"Slimline and lightweight, the Armitage Shanks Regal high level cistern offers ease of installation thanks to its pre-fitted components. A modern design, this single pull chain flush cistern has a bottom inlet and internal overflow.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Armitage Shanks Regal low level cistern with side-inlet 6L,,Cistern and fixing kit,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/85/01/B88501_wm.jpg,,,,White,Regal,5 Years,N,,,,,Plastic,,S115901,Cistern,N,Modern design,Plastic construction,White finish,6L capacity,Pull chain operated,155,,,Yes,,High level installation,5 year warranty,,,Lever,Internal,No,bottom,Pull Chain,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PB55240,Grohe Rapid SL flush plate and bracket 0.82m,Grohe,366.72,"The Grohe Rapid SL 3-in-1 installation set for wall-hung toilets makes fitting straightforward with the toolless QuickFix system, allowing connection of the hose, inspection shaft and water supply with ease. The steel frame is certified to hold loads of over 400kg for reliable stability and can be quickly installed in front of a solid wall or into a stud wall. Featuring a 3/6L dual flush with EcoJoy technology, this cistern kit reduces water consumption by up to 50% with no loss of flushing power and operates quietly thanks to the Whisper low-noise fittings and separate plumbing.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Grohe Rapid SL flush plate and bracket 0.82m,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/40/NW-B55240_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/al/Grohe_38773000_Technical.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Grohe_WC_Element_Installation.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PP58183,Geberit Selnova soft close seat and cover top fix hinge,Geberit,108.02,"A classic choice, the Geberit Selnova round toilet seat and cover is made of hardwearing white Duroplast. Part of a range designed for robustness, quality and attractiveness, this toilet seat complements loos, basins and other fixtures in the Selnova range. Its soft close mechanism provides safety and comfort, slowly and quietly lowering into place.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Geberit Selnova soft close seat and cover top fix hinge,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/81/83/NW-P58183_wm.jpg,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Geberit_500333011_335_337_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Geberit_Select_Series_Brochure.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PU94717,Geberit Delta and Selvona 118.350.21.1 back to wall floor standing pan with 12 concealed cistern and flush plate Chrome,Geberit,360.44,"This Geberit Selnova back-to-wall floor standing toilet pan is supplied with a Delta 12 6/3L flush concealed cistern and Delta 50 flush plate in chrome finish. This all-in-one toilet installation pack makes fitting simple, saving on time and minimising the need to shop around for individual fittings.",Bathrooms and Kitchens/Toilets/Toilets.csv -> Geberit Delta and Selvona 118.350.21.1 back to wall floor standing pan with 12 concealed cistern and flush plate Chrome,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/47/17/U94717_wm.jpg,,,,White,Delta and Selvona,5 Years,N,,,,,Vitreous China,Oval front,118.350.21.1,Toilet Set,N,Floor-standing Selnova WC and cistern grab and go pack,,,,,1138,,,Yes,,,,,,,,,,,6 l,,,N/A,N/A,,,,,,,,,,,,,,,,Floorstanding / Horizontal outlet,n/a,N/A,N/A,,,,
