,pid,Title,Brand,Price,Description,category,mfpartnumber,whatisincluded,Image,Fuel Type,Range,Warranty,Weight,Energy Rating,Hazardous,Water Heating Energy Efficiency Class,Output,Depth (mm),Boiler Bundles,Dry Weight (kg),Efficiency (SAP 2009),Mounting Type,Supplier Product Code,Type,WEEE Compliant,Feature 1,Feature 2,Feature 3,Feature 4,Feature 5,Feature 6,Feature 7,Feature 8,Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Colour,Max High Level Flue Length (metres),Seasonal Space Heating Energy Efficiency %,Pack Quantity,Attachment 1,Attachment 2,Attachment 3,Attachment 4,Attachment 5,Flow Rate,Feature 19,Attachment 6,Attachment 7,Attachment 8
87,P102442,Intergas HRE SB 30 ErP compact system boiler,Intergas,1445.36,"The wall-mounted Intergas Compact HRE 20 SB gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 30 ErP compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/43/102440_102443_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_HRE-SB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/ov/Intergas_Flyer_Compact-HRE-OV.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_HRE-SB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Intergas_HRE-SB_Product_Sheet.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/102442_ErP.pdf,
88,P130189,Glow-worm Energy 12s boiler 12s,Glow-worm,1237.94,"Suitable for installation alongside a hot water storage cylinder, the Glow-worm Energy 12s system boiler is ideal for homes where demand for hot water is high. Light and compact, with the option of top or rear flueing, this 12kW output boiler is  easy to site and install, and servicing is simple too thanks to a water flush cleaning system requiring no special tools or chemicals. The Energy's use of automotive-grade materials and patented four-sided cooling ensures longevity and a cost-saving ErP A rating.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Glow-worm Energy 12s boiler 12s,,System boilerHeat generatorUnit mounting bracketFlexible condensate discharge pipe4x 3/4 inch seals3x 1/2 inch seals2x service valvesGas stopcock2x connection pipe (heating flow and return)Gas pipeExpansion relief valve discharge pipeMounting templateEnc,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/01/93/NW-130189_130193_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_The_Energy_Range_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Glow_worm_Energy7_Sys_Boiler_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Glow_worm_TheEnergy_Compact_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/Glow_worm_Independent_Merchant_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/rc/ts/Glow_worm_Energy7_Syst_Oper_Instrcts.pdf,,,,,
89,PS32683,Atag QR-Series Q51SR system boiler,Atag,2452.45,"Designed with a stainless steel heat exchanger, inbuilt pump and burner control unit complete with LCD display, the ATAG Commercial QR38 system boiler offers ErP A-rated levels of efficiency. A low carbon unit with integrated zone management system, this clever boiler can serve up to three central heating zones, supplying heating efficiencies of up to 93% along with low NOx emissions, reducing a heating system's impact on the planet and on your pocket. Suitable for large domestic and light commercial use, the easy to fit QR38 is suitable for use with a hot water cylinder and can be fitted as part of a cascade installation.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Atag QR-Series Q51SR system boiler,,Boiler with casing;Gas isolation valve;Automatic vent (inside the boiler);Concentric flue adapter 80/125;Safety valve (inside the boiler);Template on the package wrapper;Suspension bracket;Installation instructions;Draining valve with T-piece;Operating m,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/26/83/S32683_wm.jpg,Natural Gas,QR-Series,6 Years,56 kg,A,N,A,51 kW,385,,,89.5,Wall Mounted,AT-B-Q51SR,Condensing,N,Includes suspension bracket and fitting instructions,Fittings included,For installation alongside a hot water cylinder,Suitable for new or replacement installation,With stainless steel heat exchanger,"Heat exchanger includes efficient, high quality smooth stainless steel tubing",Includes built-in pump and non-return valve,High efficiencies with low NOx emissions,Up to 8x units can be installed in cascade,Variety of flue options available,6 year warranty,,,,,,,,,,,,,,,,,0.54,,,,
90,P126839,Vokera Vision Plus 25S system boiler,Vokera,1275.48,"The efficient ErP A-rated Vokera Vision Plus 25S boiler is highly adaptable for use in a whole range of domestic heating situations. Suitable for use alongside water storage for hot water production and compatible with renewable energy sources, this 25kW unit provides homeowners with future-proofed flexibility, allowing them to adapt and update their heating system to suit their lifestyle. With an embedded 7 day time clock, the Vision Plus provides easy programming that can be expanded on through OpenTherm compatibility.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vokera Vision Plus 25S system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/8_/40/126838_40_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vokera_Vision_plus_System_Install.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Vision_plus_25S_Parts_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ca/te/Vokera_Vision_plus_Certificate.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vokera_Domestic_Gas_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vokera_Vision_C_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/126839_ErP.pdf,,
91,P333766,Vaillant ecoFIT pure System 612 boiler,Vaillant,974.0,"Featuring a reliable and efficient aluminium heat exchanger, the Vaillant ecoFIT pure 612 system boiler offers powerful operation along with an ErP A rating. Easy to install, this compact 12kW boiler is lightweight for ease of handling and will fit effortlessly into a standard kitchen cupboard. Operating quietly wherever it's located, the ecoFIT pure is compatible with a wide variety of heating controls for convenient and intuitive use as part of a smart home system.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 612 boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Ecofit_Pure_System_wm.jpg,Natural Gas,ecoFIT pure System,2 Year,31 kg,A,N,,12 kW,295,,31,89.8,Wall Hung,333766 PK,System Boiler Pack,N,Compact cupboard-fit,Lightweight,Rear flue option available,"Quiet Mark approved, one of the quietest products in its category",High performance build,Smart controls,Aluminium heat exchanger offers low energy consumption,"Compatible with a full range of heating control options, from simple analogue timers to vSMART smartphone app",2 year warranty,,,,,,,,,,White/Gloss,10,89.3,,,,,,,,,,,
92,P102440,Intergas HRE SB 18 ErP compact system boiler,Intergas,1183.8,"The wall-mounted Intergas Compact HRE 18 SB closed gas-fired boiler is designed to effectively transfer heat to a central heating system's water circuit for reliable home warmth at an ErP A rating. Suitable for use with a storage cylinder, this modulating boiler can also supply reliable hot water and, with next to no standby losses, no air pressure switch and hassle-free installation and maintenance, it is a cost effective addition to the family home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Intergas HRE SB 18 ErP compact system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/24/43/102440_102443_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/102440_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_HRE-SB_Instructions.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/e-/ov/Intergas_Flyer_Compact-HRE-OV.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Intergas_HRE-SB_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Intergas_Compact_HRE_&_RF_Brochure.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/he/et/Intergas_HRE-SB_Product_Sheet.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/io/ns/Intergas_Boilers_Terms_&_Conditions.pdf,
93,P334207,Vokera Vision Plus 30S boiler only pack 30kW,Vokera,886.0,"The Vokera Vision Plus 30S high efficiency system boiler pack can be installed to provide central heating only or is suitable for use with the Vokera AquaFlow unvented cylinder for domestic hot water storage. Flexible and efficient, earning an ErP A rating, this 30kW boiler has a wide modulation ratio and is hybrid-ready for straightforward integration into a low carbon heating system. Additionally, a built-in relay allows for effortless integration with zone valves.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vokera Vision Plus 30S boiler only pack 30kW,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/42/15/NW-334205_334215_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_Plus_Sys_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/li/st/Vokera_Vision_Plus_30S_Parts_List.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/st/al/Vokera_Vision_S_System_Boiler_Instal.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vokera_Vision_Plus_S_C_Declaration.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/da/ta/Vokera_Vision_Plus_30S_Test_Data.pdf,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ce/rt/Vokera_Vision_Plus_S_EU_Type_Cert.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Vokera_Vision_Plus_Sys_Boiler_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/Vokera_Vision_Plus_30S_ErP.pdf
94,P125226,Ideal Heating Logic 228368 logic plus system 2 S15,Ideal Heating,1026.13,The Ideal Logic+2 System boiler is the next evolution of our award-winning Logic range.,Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228368 logic plus system 2 S15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/29/125226_125229_wm.jpg,Natural Gas,Logic,7 Years,31.1,A,N,A,15 kW,310,,31.1,89.4,Wall Mounted,228368,Boiler,N,For wall mounting<multisep/>Compact size for cupboard fit<multisep/>UK built<multisep/>With concealed connections under boiler<multisep/>Fully compatible with easy-fit Halo controls<multisep/>Operated via large high resolution colour screen<multisep/>A-rated for efficiency<multisep/>7 year warranty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,P120226,Ideal Vogue Gen2 S26 system boiler,Ideal,1274.54,"The room-sealed Ideal Vogue Gen 2 S26 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 26kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S26 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/120224_120227_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Gen2_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Gen2_System_Warranty.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120226_ErP.pdf,,,,,
96,P115087,Baxi Assure 518 sysetm 2 natural gas boiler,Baxi,1172.14,"Supplying reliable heating and hot water, the Baxi 518 Assure System 2 boiler offers an output of 18kW. This natural gas boiler has a compact design for easy siting and offers an ErP A rating for its excellent levels of efficiency.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi Assure 518 sysetm 2 natural gas boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/50/87/115087_wm.jpg,Natural Gas / LPG,Assure,2,285,A,N,A,18 kW,285,,285,94,Bracket,7814319,Boiler,N,Compact design,Natural gas or LPG,For bracket mounting,A-rated efficiency,2 year warranty,,,,,,,,,,,,,,,,,,,,,,,N/A,,,,
97,P141649,Worcester Bosch Greenstar 4000 GR4700iW 12 S NG system 12kw,Worcester Bosch,1103.0,"Providing excellent levels of efficiency, the Worcester Bosch Greenstar 4000 System GR4700iW 12 S NG system boiler has earned a top-notch ErP A rating, helping homeowners to minimise waste and even save on energy costs. Designed to look good as well as perform reliably, this 12kW wall-mounted condensing system boiler provides ease of servicing for the engineer as well as intuitive operation for the owner.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Worcester Bosch Greenstar 4000 GR4700iW 12 S NG system 12kw,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/16/58/141645_141658_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/br/cr/WB_Greenstar_4000_Combi_Instal_Brcr.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/WB_Greenstar_4000System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ic/he/WB_GR4700iW_12_S_NG_ErP_Data_Fiche.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/20/21/WB_Gas_Fired_Boiler_Prdt_Guide_2021.pdf,,,,,,
98,P195901,Alpha E-Tec Nx 30kW System Boiler,Alpha,992.86,"Delivering excellent levels of energy efficiency for an ErP A rating, the Alpha E-Tec NXS 30kW system boiler features a reliable, lightweight stainless steel heat exchanger. Operating quietly thanks to its smart double casing design, this boiler is easy to operate via a modern control panel with clear, easy-read backlit display.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Alpha E-Tec Nx 30kW System Boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/_9/04/195895_904_wm.jpg,Natural Gas,,7 Years,3.28 kg,A,N,,30.4 kW,255,,328,89.5,Wall Mounted,3.033119,System,N,Lightweight stainless steel main heat exchanger,Double casing design for quieter operation,Backlit display for ease of reading,Revised control panel interface,Removable push fit flue connection,Fully range output adjustable,Delta T variable speed operation pump,For wall mounted installation,7 year warranty,,,,,,,,,,,,,,,,,,,,,,,
99,P120224,Ideal Vogue Gen2 S15 system boiler,Ideal,1030.72,"The room-sealed Ideal Vogue Gen 2 S15 System condensing boiler is a compact, wall-mounted unit built with a range of high quality components for reliability and longevity. Easy to operate, this 15kW output boiler has a large backlit LCD for at-a-glance information and simple buttons for intuitive programming. The Vogue Gen 2 is Energy Saving Trust endorsed and has an ErP A rating for efficiency, helping users to achieve lower bills and improve their emissions.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Vogue Gen2 S15 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/02/27/120224_120227_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ui/de/Ideal_Vogue_Gen2_System_User_Guide.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/_e/rp/120224_ErP.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Ideal_Consumer_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Ideal_Vogue_Gen2_System_Installation.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/an/ty/Ideal_Vogue_Gen2_System_Warranty.pdf,,,,,
100,P125238,Ideal Heating Logic 228376 logic max system 2 S15,Ideal Heating,1058.19,"Part of the award-winning Logic range, the Ideal Logic Max2 S15 System boiler has been designed for complete compatibility with Halo smart thermostats, making running your home heating simple, even when you're on the go. Easy to install into most kitchen or utility room cupboards, this neatly designed 15kW system boiler is commissioned and operated vis a high resolution colour screen. A-rated for its high levels of efficiency, the Logic Max System is the perfect choice for homes where running costs and carbon footprints are of real concern.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Ideal Heating Logic 228376 logic max system 2 S15,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/52/41/125238_125241_wm.jpg,Natural Gas,Logic,10 Years,31.1,A,N,A,15 kW,310,,31.1,89.4,Wall Mounted,228376,Boiler,N,"For wall mounted installation<multisep/>Compact fit for in-cupboard installation<multisep/>Built in the UK<multisep/>Operated using large, high res colour screen<multisep/>Compatible with Halo smart programmable thermostat range<multisep/>High quality brass system filter protects system<multisep/>ErP A rated for efficiency<multisep/>10 year parts and labour warranty",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,P116016,Vaillant ecoFIT pure System 625 system boiler,Vaillant,2052.78,"Built for performance, the Vaillant ecoFIT pure 625 system boiler is fitted with a powerful aluminium heat exchanger for reliability and improved efficiency, earning it an ErP A rating. Compact and lightweight, this 25kW boiler makes installation flexible, with the option to cupboard fit in a standard kitchen unit and the quietest possible operation for added convenience in the smallest of spaces. Compatible with a range of heating controls, the ecoFit pure can form part of a smart, app-controlled home.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Vaillant ecoFIT pure System 625 system boiler,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/60/17/116013_116017_wm.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/hu/re/Vaillant_ecoFIT-Pure_Boiler_Brochure.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/te/ch/Valliant_ecoFIT_pure_Combi_Blr_Tech.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ti/on/Vaillant_SstemecoFITpure_Instruction.pdf,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/DTP_AssetPushHighRes/std.lang.all/ta/ll/Vaillant_System_ecoFIT_pure_Install.pdf,,,,,,
102,P333341,Baxi 800 818 NG system boiler only pack,Baxi,969.0,"Built right here in the UK using top quality components, the Baxi 818 System boiler delivers on excellent performance as well as A-rated efficiency. A great choice for homes with more than one bathroom, this 18kW boiler has a compact cupboard-fit design with an inbuilt stand-off frame, pre-formed copper tails and flexible flueing, helping to make installation quick and easy. The 818 System is supplied with an Adey MagnaClean Micro2 magnetic system filter, ensuring constant cleaning and protection during use for easier maintenance and a longer life.",Boilers/Gas Boilers/Gas System Boilers/Gas System Boilers.csv -> Baxi 800 818 NG system boiler only pack,,,https://www.wolseley.co.uk/wcsstore/ExtendedSitesCatalogAssetStore/images/products/AssetPush/wol-web-proof-medium-w/std.lang.all/st/em/Baxi 800 System_wm.jpg,Natural Gas,800,10 Years,28.1 kg,A,N,,,285,,28.1,93,Wall Hung,333341 PK,System Boiler Pack,N,Built in the UK using quality brass components,Comes with an Adey MagnaClean Micro2 magnetic system filter to protect the heating system and boiler,Fits inside a standard 290mm deep kitchen cupboard,Pre-formed copper tails,Extensive flueing options up to 20M,Supplied with simple hanging bracket,Built-in stand off frame,"Pipes are built in behind the facility, within casing for neater installation",Brass hydraulics block,Compatible with Megaflo Eco cylinder,IFOS systems weather compensation compatible,OpenTherm interface,10 year warranty,,,,,,,,,,,,,,,,,,,
